Category Name,Zikar Name,Arabic,Translation,Benefit Text,Illustration
Further Supplications,(no name),اللَّهُمَّ فَاطِرَ السَّمَوَاتِ عَالِمَ الْغَيْبِ وَالشَّهَادَةِ ذَا الْجَلَالِ وَالْإِكْرَامِ، إِنِّي أَعْهَدُ إِلَيْكَ فِي هَذِهِ الْحَيَاةِ الدُّنْيَا وَأُشْهِدُكَ وَكَفَى بِكَ شَهِيدًا: أَنِّي أَشْهَدُ أَنْ لَا إِلَٰهَ إِلَّا أَنْتَ وَحْدَكَ لَا شَرِيكَ لَكَ، وَأَنَّ مُحَمَّدًا عَبْدُكَ وَرَسُولُكَ، وَأَشْهَدُ أَنَّ وَعْدَكَ حَقٌّ، وَلِقَاءَكَ حَقٌّ، وَالْجَنَّةَ وَالنَّارَ حَقٌّ، وَأَنَّ السَّاعَةَ آتِيَةٌ لَا رَيْبَ فِيهَا، وَأَنَّكَ تَبْعَثُ مَنْ فِي الْقُبُورِ، وَأَنَّكَ إِنْ تَكِلْنِي إِلَى نَفْسِي، تَكِلْنِي إِلَى ضَعْفٍ وَعَوْرَةٍ وَذَنْبٍ وَخَطِيئَةٍ، وَإِنِّي لَا أَثِقُ إِلَّا بِرَحْمَتِكَ، فَاغْفِرْ لِي ذُنُوبِي كُلَّهَا وَثُبْ عَلَيَّ، إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ,"“O Allah! Creator of the heavens, Knower of the unseen and the seen, Possessor of Majesty and Honor; I promise You here in this World and let You witness, and You are Sufficient as a Witness: that I bear witness that none has the right to be worshipped but You, You are One and You have no partner; and indeed Muhammad is Your slave and Messenger; and I bear witness that Your Promise is True, the Meeting with You (in the Day of Judgment) is True, and the Paradise and the Hell-Fire are True, and the Hour will come without doubt, and verily You will resurrect those in their graves; and verily, if You leave me to myself I will be left to weakness, deficiency, sin and error; and I trust none except Your Mercy, so forgive all my sins, and accept my repentance; verily, You are the One Who accepts repentance, the Most Merciful.”",,"A simple white-shrouded form at peace under a soft starlit sky, a gentle column of mercy-light descending from above."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ أَنْ أُرَدَّ إِلَى أَرْذَلِ الْعُمُرِ,“O Allah! I seek refuge with You from being sent back to geriatric old age.”,,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ اهْدِنِي لِأَحْسَنِ الْأَعْمَالِ، وَالْأَخْلَاقِ، لَا يَهْدِي لِأَحْسَنِهَا إِلَّا أَنْتَ، وَاصْرِفْ عَنِّي سَيِّئَهَا، لَا يَصْرِفُ عَنِّي سَيِّئَهَا إِلَّا أَنْتَ,"“O Allah! Guide me to do the best deeds and ethics, none can guide me to it except You; and save me from its evil and none can save from it except You.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ أَصْلِحْ لِي دِينِي، وَوَسِّعْ لِي فِي دَارِي، وَبَارِكْ لِي فِي رِزْقِي,"“O Allah! Set aright my Faith, widen my dwelling and bless me my livelihood.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْقَسْوَةِ وَالْغَفْلَةِ، وَالذُّلَّةِ وَالْمَسْكَنَةِ، وَأَعُوذُ بِكَ مِنَ الْكُفْرِ وَالْفُسُوقِ وَالشِّقَاقِ، وَالسُّمْعَةِ وَالرِّيَاءِ، وَأَعُوذُ بِكَ مِنَ الصَّمَمِ وَالْبَكَمِ وَالْجُذَامِ وَسَيِّئِ الْأَسْقَامِ,"“O Allah! I seek refuge with You from cruelty, and forgetfulness, and humiliation, and misery; and I seek refuge with You from disbelief, and immorality, and rebellion, grandstanding and showiness; and I seek refuge with You against deafness, dumbness, insanity, leprosy, paralysis and other foul diseases.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَدْمِ وَالتَّرَدِّي، وَمِنَ الْغَرَقِ وَالْحَرَقِ وَالْهَرَمِ، وَأَعُوذُ بِكَ مِنْ أَنْ يَتَخَبَّطَنِيَ الشَّيْطَانُ عِنْدَ الْمَوْتِ، وَأَعُوذُ بِكَ مِنْ أَنْ أَمُوتَ لَدِيغًا، وَأَعُوذُ بِكَ مِنْ طَمَعٍ يَهْدِي إِلَى طَبَعٍ,"“O Allah! I ask refuge with You from destruction, and deterioration, and sinking, and burning and decrepitude; I ask refuge with You from being overcome by the Shaitan (Satan) during my death, I ask refuge with You from death by venom; and I seek refuge with You from greediness that guide to malignant heart.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ الثَّبَاتَ فِي الْأَمْرِ، وَالْعَزِيمَةَ عَلَى الرُّشْدِ، وَأَسْأَلُكَ شُكْرَ نِعْمَتِكَ وَحُسْنَ عِبَادَتِكَ، وَأَسْأَلُكَ قَلْبًا سَلِيمًا وَلِسَانًا صَادِقًا، وَأَسْأَلُكَ مِنْ خَيْرِ مَا تَعْلَمُ وَأَعُوذُ بِكَ مِنْ شَرِّ مَا تَعْلَمُ، وَأَسْتَغْفِرُكَ مِمَّا تَعْلَمُ، وَأَنْتَ عَلَّامُ الْغُيُوبِ,"“O Allah! I seek from You firmness in all matters, and steadfastness on the right path. I seek from You strength to thank You for Your graces and to worship You properly. I seek from You a rightly guided heart, a truthful tongue. I seek from You the best which You know, I seek refuge with You against any such evils which You know. I seek forgiveness for the sins which You know. Verily, You know the unseen.”",,"Hands cupped in repentance, soft drops of forgiving light falling from above onto the open palms."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ: فِعْلَ الْخَيْرَاتِ وَتَرْكَ الْمُنْكَرَاتِ وَحُبَّ الْمَسَاكِينِ، وَأَنْ تَغْفِرَ لِي وَتَرْحَمَنِي، وَإِذَا أَرَدْتَ بِعِبَادِكَ فِتْنَةً فَتَوَفَّنِي إِلَيْكَ غَيْرَ مَفْتُونٍ,"“O Allah! I ask You to let me do the good deeds and leave the forbidden ones, and love the poor, and forgive me and have mercy on me; if You want destruction for Your servants, (please) take my life (in order) not to be included with them.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ حَبِّبْنِي إِلَيْكَ وَإِلَى مَلَائِكَتِكَ وَأَنْبِيَائِكَ وَجَمِيعِ خَلْقِكَ,"“O Allah! Provide me Your Love, and of the Angels, and of Your Prophets, and of all Your creatures.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ اجْعَلْ حُبَّكَ أَحَبَّ إِلَيَّ مِنْ نَفْسِي وَأَهْلِي وَمَالِي وَوَلَدِي وَمِنَ الْمَاءِ الْبَارِدِ عَلَى الظَّمَأِ,"“O Allah! Make my love to You more than my love to myself, family, wealth, and child and more than the cold water in times of thirst.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ اجْعَلْ خَيْرَ عُمُرِي آخِرَهُ، وَخَيْرَ عَمَلِي خَوَاتِمَهُ، وَخَيْرَ أَيَّامِي يَوْمَ لِقَائِكَ,"“O Allah! Make best the last (part) of my life, and the best of my deeds are the final ones, and the best of my days is the day I meet You.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ عِيشَةً نَقِيَّةً، وَمِيتَةً سَوِيَّةً، وَمَرَدًّا غَيْرَ مَخْذُولٍ وَلَا فَاضِحٍ,"“O Allah! I seek from You clean living, and peaceful death, and a return (to You) that is neither disgraceful nor humiliating.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ اجْعَلْنِي صَبُورًا وَاجْعَلْنِي شَكُورًا، وَاجْعَلْنِي فِي عَيْنِي صَغِيرًا وَفِي أَعْيُنِ النَّاسِ كَبِيرًا، رَبِّ اغْفِرْ وَارْحَمْ وَاهْدِنِي السَّبِيلَ الْأَقْوَمَ,"“O Allah! Make me patient, and make me grateful, and make me small in my own eyes while big in the eyes of the people; O Lord! Forgive me, and have mercy on me, and guide me to the Right Path.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ: خَيْرَ الْمَسْأَلَةِ، وَخَيْرَ الدُّعَاءِ، وَخَيْرَ النَّجَاحِ، وَخَيْرَ الثَّوَابِ، وَثَبِّتْنِي وَثَقِّلْ مَوَازِينِي وَحَقِّقْ إِيمَانِي، وَارْفَعْ دَرَجَتِي وَتَقَبَّلْ صَلَاتِي وَاغْفِرْ خَطِيئَاتِي، وَأَسْأَلُكَ الدَّرَجَاتِ الْعُلَى مِنَ الْجَنَّةِ، آمِينَ,"“O Allah! I seek from You the best request, and the best supplication, and the best victory, and the best reward, and make me firm, and make heavy the weight of my good deeds, and strengthen my Faith, and elevate my rank, and accept my salah (prayer), and forgive my errors, and I seek from You the highest level of Paradise; Amen.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ: فَوَاتِحَ الْخَيْرِ وَخَوَاتِمَهُ وَجَوَامِعَهُ، وَأَوَّلَهُ وَآخِرَهُ، وَظَاهِرَهُ وَبَاطِنَهُ، وَالدَّرَجَاتِ الْعُلَى مِنَ الْجَنَّةِ، آمِينَ,"“O Allah! I seek from You the opening of the door of good for me, its closing and its totality, and its first and last, and the apparent and the secret of which, and the highest level of Paradise. Amen.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ: خَيْرَ مَا آتِي، وَخَيْرَ مَا أَفْعَلُ، وَخَيْرَ مَا بَطَنَ وَخَيْرَ مَا ظَهَرَ، وَأَسْأَلُكَ الدَّرَجَاتِ الْعُلَى مِنَ الْجَنَّةِ. آمِينَ,"“O Allah! I seek from You the best that has to come, and best of what I have done, and the best from the hidden and the apparent, and I seek from You the highest level of Paradise. Amen.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Further Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ: أَنْ تَرْفَعَ ذِكْرِي، وَتَضَعَ وِزْرِي، وَتُطَهِّرَ قَلْبِي، وَتُحَصِّنَ فَرْجِي، وَتَغْفِرَ لِي ذَنْبِي، وَأَسْأَلُكَ الدَّرَجَاتِ الْعُلَى مِنَ الْجَنَّةِ. آمِينَ,"“O Allah! I seek from You to elevate my mention, and take away my sin, and purify my heart, and keep chaste my private part, and forgive me my sins, and grant me the highest level of Paradise.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
